,comment_IDs,user_IDs,shop_IDs,comment_lenghs,VIPcomment_ornot,if_pictures,comment_pictures,comment_taste_scores,comment_surround_scores,comment_serv_scores,comment_words,heart_nums,reply_nums,busi_reply_words,busi_reply_lenghs,,,,,刘心如,李志勋,栗渊钧,丁妮,是否满意,,周星彤,徐睿双,张柃娜,刘睿益,苏子眙
193666,148457011,13205235,20942047,263,0,1,1,1,1,0,看着环境还行外婆家等位太久就进去了一开始服务还行后来我就他妈呵呵了点菜完了分钟告诉我们没点上得重新点带着父母吃饭就没说什么又等了会儿凉菜和炒饭都上了就是不见鱼只能坐着聊天然后再炒饭上完分钟后告诉我们鱼没了又换鱼我就大爷的我点进来点还在吃着炒饭等鱼你们全是逗吗虽然服务员态度还行一个劲儿的道歉但是不上鱼你光是道歉我们就饱了至于最后加一份主食又等久直接导致服务员都不好意思看我们我就不吐槽了总之我要是再来一次我他妈跟你们姓,0,1,您好对于我们因工作失误给您造成的不悦在此表示真诚的歉意非常对不起我们会尽快改善存在的问题祝您及家人生活愉快期待您的再次光临,67,,,,,0,0,0,0,0,,,,,,
343302,315550836,1178471,22071175,170,0,0,0,0,2,2,三星是打给服务和环境的如果是口味完全不用来了没有满意的炸物是糊的寿司非常小鱼生不新鲜肉末蛋卷完全不是想象中又大又饱满的好么微信上所谓的舌尖上的导演推荐你倒是站出来让我看看到底是谁有这么闭着眼说瞎话的嘛服务员虽然服务态度还好但是上来就推荐的套餐挺没劲的打三折都不值得去吃的一家店永远不来永远不推荐,0,0,非常感谢您的光临给我们指出这么多漏洞对于菜品和服务我们万分惭愧您千万别生气还是衷心的希望您能再次光临让我们有当面表达歉意的机会小何,82,,,,,0,0,0,0,0,,,,,,
1026668,236407908,9007975,6128367,16,0,0,0,0,0,0,寿司你妹冷饭团子去吧呵呵,0,0,您好非常感谢您抽出宝贵时间为池田寿司的点评没能为您带来满意的用餐享受我们感到非常抱歉您为我们提出的问题我们非常重视我们会告知我们的员工感谢您对我们的督导与指正我们会努力完善工作的不足之处希望您再次光临再次感谢您的点评池田寿司全体员工恭候您的再次光临哦祝您以及您的家人天天开心,206,,,,,1,1,0,0,0,0,,,,,
451606,189515510,10694735,23630061,77,0,0,0,0,0,0,非常不好商家有座都不让进排队人特别多菜品质量一般菜量还特别少美其名曰精致最重要的是明明应该用一张团购券却把另一张团购券也给我用了坑爹啊,0,0,感谢您的评价我们将改进不足竭诚为您提供优质的服务及菜品力求完美的用餐体验我是本店店长徐晓梦我的电话是有任何意见或者建议您都可以跟我沟通我代表全体员工期待您的下次光临,101,,,,,0,1,0,0,0,,,,,,
448339,199730980,222630,23625978,18,0,0,0,1,2,2,蛋包饭还可以还算比较香米也不错,0,0,您好您的上一条评价我已经做了认真的回复希望邀请您回来我们重新认识和交往蛋包饭我们只售元如果您觉得还满意请点评留情给个好一些的分数吧感谢,85,,,,,1,1,0,1,1,,,,,,
915818,308817784,866772161,5501852,65,0,0,0,0,0,0,服务真的不怎么样最后消费不让用优惠卷说点石锅饭套餐了但是排除拌饭也足够了真不知道好评都是怎么来的以后不会再来了,0,0,您好首先非常感谢您对我们新石器烤肉的支持我是店长小刁对于这次用餐没能让您满意深表歉意如果您方便的话请与我们进一步联系我们我的手机号真诚希望您再次光临餐厅相信您会有不一样的体验上海盘古餐饮管理有限公司北京天时名苑店,128,,,,,1,0,0,0,0,,,,,,
856389,214424603,3496174,513012,113,0,0,0,0,0,2,酸汤鱼竟然是西红柿锅熬的鱼味道还不如火锅店的番茄火锅而且还贵中午去吃的告诉江团没有了推荐的野生乌江鱼真没觉得好吃还不如梭边鱼吃饭的时候那边还有表演那个吵啊幸亏做的边上靠中间估计都没法吃了以后不会再来了,0,0,尊敬顾客您好我是金源店值班经理小邓谢谢你对我们服务和菜品提出的不足之处我们一定会不断提高服务和菜品质量本店也为你准备了小礼品希望下次到店给你全新的改变值班经理电话,98,,,,,1,1,0,1,1,,,,,,
841166,317507151,1095521452,511156,74,0,0,0,0,1,0,地道北京回民吐鲁番从小就吃三年前我哥的婚礼也在一层大厅办的但现在的菜品味道真是越来越次服务也不咋地多年的口碑估计慢慢就毁的差不多了,1,0,尊敬的顾客您好谢谢您的点评和光顾不知道是哪道菜品没能让您满意望您来电沟通或者留下您的联系方式我们会悉心听取您对我店菜品的意见和建议祝您身体健康阖家欢乐,82,,,,,1,0,1,1,1,,,,,,
972274,234734618,95544936,58041870,25,0,0,0,0,1,0,特别难吃还贵店面浮夸根本没有味道建议不要去,0,0,亲爱的顾客您好很感谢您能来小蛮用餐没能给您一次愉快的用餐体验我们感到非常抱歉我们的米线是在云南经过道手工制作程序的我们桌上有料瓶可以根据自己的口味进行添加欢迎您的下次光临哦我们会根据您的口味和需求挑选适合您胃口米线,116,,,,,1,1,1,0,1,,,,,,
240922,139316331,33756662,20660365,58,0,0,0,2,1,2,各种都觉得好一般辣椒太辣了看面颜色好浅以为不辣加了一勺辣椒结果整个人都不好了还有环境实在很糟糕,0,0,辣加上麻会有个加成作用下次过来可以试试不麻不辣,25,,,,,0,0,0,0,0,,,,,,
832483,340739111,45155481,510660,120,0,0,0,1,1,2,毕导微博看他提起再看点评分高不说一条街好几个店遂加入拔草清单点到每个店门口全在排队总店尤其多鉴于麻小是典型出菜快吃的慢果断打包果然分钟出菜然而呵呵没开背呛辣不香虾线也不挑还不如之前买过的私房和武汉的靓靓,0,0,尊敬的贵宾您好非常感谢您对我们点评咱家的做法与南方还是有点差异的龙虾不开背不去虾线是为了保证虾的新鲜度让烹饪出来的虾的口感会更好胡大全体员工祝您生活愉快期待下次光临指导,92,,,,,1,0,1,0,0,0,,,,,
691483,328403146,21275663,37770648,80,0,0,0,2,2,0,给店里打电话想问问可不可以定位接起来以后您好说请问您这里是蜗牛咖啡么是怎么就这么没礼貌服务业啊就算不是服务业基本素养呢,0,1,您可以撥打另外一個電話,22,,,,,0,0,0,0,0,,,,,,
468467,299302278,814762773,23741001,93,0,1,1,1,1,0,菜的味道不知道不过服务员真没救了分钟菜没点上说了半天点完了菜还写错数了而且从我一进来边上的桌子就没收拾过这环境能叫好这家店也星表示以后不会来了,1,0,感谢亲在百忙之中为亭亭点评亲的宝贵意见亭亭会努力改善亲在就餐的过程中遇到各种不开心的事亭亭在这里说声抱歉下次亲在光临本店的时候可以提前联系我我争取为亲提供更优质的产品和服务,103,,,,,0,1,0,0,0,,,,,,
304997,328399416,130507089,21562855,71,0,0,0,0,0,0,门口叫号的服务员态度太差等位四十分钟问还要等多久为啥老叫四位的号回答不知道还说等不了就走呵呵呵祝您家生意兴隆差,3,0,感谢您莅临黄记煌店用餐我们致力于为大家提供健康传统美食与现代饮食观念完美结合并努力为您提供最佳的就餐环境和服务对于您在用餐过程中所产生的不愉快我们深表歉意您所提出的建议我们会在第一时间进行内部调查如果确实存在问题我们将立即整改忠心的邀请您能联系我们营运部邮箱电话手机再次感谢您对我们提出的意见,199,,,,,1,1,1,1,1,,,,,,
625519,205769063,2752859,32383758,19,0,0,0,1,2,0,感觉像小吃店味道也不怎样不想再去了,0,0,您好感谢您对福翁家的评价福翁家确实有地道的韩国小吃菜品大店里照样可以吃到韩国小吃店的纯正味道谢谢您的肯定,58,,,,,0,1,0,0,0,,,,,,
735329,162789426,6290278,4222986,101,0,0,0,1,2,2,薯条鸡翅还是不错的不过主打的烤鱼没有以前好吃了初以为是偶然的问题连吃了两次发现都是相同的问题烤鱼下一汪汪的油难道是鱼全化成了油最嫩的鱼腹在锅中热久了就夹不起来了和以前的口感和卖相差了很多,0,0,亲真不好意思没能让您用餐愉快我们深表歉意也感谢亲提出的宝贵意见我们定会总结亲提出的问题加强改善也希望您可以继续关注我们监督我们的菜品服务,79,,,,,0,1,0,0,0,,,,,,
309090,336371479,2228752,21593839,56,0,1,1,1,1,1,这家店口味一般呢尤其是炸天妇罗味道不那么好乌冬面还不错还说是野菜乌冬面就是放点西兰花而已不多说看图吧,0,0,亲爱的未来您好感谢您的光临与评价我店的宗旨是顾客至上以热诚的服务和优良的品质及舒适的用餐环境来赢得您的满意乌冬面种类很多还有能触动胃觉的猪软骨乌冬面和牛肉番茄乌冬面也深受顾客的好评营养丰富非常美味各种小吃天妇罗都是现榨现买酥软可口深受顾客的青睐期待您的在次光临和五星级好评最后祝您工作顺利生活愉快,170,,,,,1,1,1,0,1,,,,,,
125772,275239512,628128094,18383542,74,0,0,0,2,2,1,点的麻辣的烤鱼味道挺好的比较重口味然后就是其他的菜就不是特别合胃口了进来以后服务员也挺爱搭不理的叫半天也不给我们点菜自己在那儿聊天玩手机,0,0,谢谢您提宝贵意见服务员应该是拿的点菜宝上班是不让随身带手机的我们一定改正,39,,,,,0,1,1,0,0,1,,,,,
632539,266256630,5426340,32526622,25,0,0,0,0,0,0,只是浏览过还没去呢就非要我评价这是为什么,0,1,您好您是给点评系统差评还是我们餐厅的差评,23,,,,,0,0,0,0,0,,,,,,
268967,301136324,36166137,21088568,241,0,1,6,0,1,0,差没法吃有点伤害到味觉松仁爆三鲜满盘子的牛肉鸡肉就俩虾仁就应该叫黑椒鸡牛肉蛤蜊丸子说白了只有蛤蜊壳跟丸子这道菜应该叫鱼汤儿烧丸子燃汁爆腰花嘛燃汁没吃出来只吃出来胡味苦味想想就有点恶心卤肉烧土豆我一只会吃不会做的人我敢打包票我做的绝对不比小吊梨汤做的这个土豆难吃裹蛋馒头片我炸的绝对比小吊梨汤炸的好吃保证的最后的梨汤嘛反正我没喝出梨味跟冰糖味感觉有点像吃炒肝的感觉都是水淀粉打的要是再有点肝跟肠就好了哈哈哈好垃圾,1,3,尊敬的顾客您好非常感谢您一直以来对我们小吊梨汤的支持我们还有很多不足之处望您多提宝贵意见我们一定会努力做到更好的我是本店负责人刘宾电话期待您的来电,91,,,,,1,0,0,0,0,,,,,,
819216,339645111,14438412,510377,32,0,0,0,2,1,2,还行吧桂花粉丝煲是真一般鸭汤也不好喝芸豆卷好吃鸭子还可以,0,0,感谢您的反馈您感觉那些菜品不合您口味的话我们都会无条件为您退换还期待您的再次光临哦,44,,,,,0,1,1,1,1,,,,,,
967082,330469757,48270330,579003,83,0,0,0,2,2,0,太傲娇了这几年牌子做起来还是怎么招了前台服务特别差我们不吃饭就点菜打包告诉我说不行生意还做么真够逗的太次了以后再也不来了第一次遇见这么差劲的餐馆,2,1,尊敬的贵宾您好由于春节期间忙场给你带来的不便敬请谅解做好服务跟菜品一直以来是我们的宗旨我能保证您下次再来的时候不会出现此种情况欢迎您的下次光临我是本店的经理贾飞,98,,,,,0,1,1,0,0,,,,,,
705555,288177352,2293974,3899125,153,0,0,0,2,1,1,多少年没来鹿港了突发奇想吃一回可惜体验不大高大上多半是因为服务首先桌子低椅子高不大舒服其次窗外有漏水点工人一直在修理影响心情第三音乐太赶了心脏不舒服第四服务员点餐一个劲儿说份量小让多点不大舒服事实证明我们点的刚好吃完我们知道自己吃几碗干饭不希望浪费味道嘛综上已经没啥印象了,0,0,亲爱的顾客您好我是本餐厅的店长石红梅感谢您一直以来对我家的支持看到您的描述对于您这次不愉快的用餐经历我感到非常抱歉我们一定会尽快改善以下是我的联系方式恳请与您取得联系当面道歉真诚期待您的再次光临祝开心每一天谢谢,132,,,,,1,0,0,1,1,0,,,,,
492626,269979791,33011331,24329188,22,0,0,0,1,2,1,火山炸鸡不好吃特别一般以后不会再去了,1,1,希望您能给产品口味提点具体的建议谢谢,19,,,,,0,0,0,0,0,,,,,,
645394,328003500,839072566,3276583,20,0,0,0,1,1,1,不会再来了这家店不行菜品做的都很一般,0,0,您好感谢您对大碗居的支持与厚爱我们会继续努力做的更好大碗居全体员工欢迎您再次光临祝您生活愉快工作顺心店长赵彦平订餐电话会员卡积分还可以兑换餐劵兑换日期为,117,,,,,1,0,0,0,0,,,,,,
82942,69252847,126134381,17893983,18,0,0,0,0,1,0,就是营销宣传做得好米粉真心难吃啊,0,0,谢谢亲的点评希望多多提提建议啊我们努力改进祝安好,34,,,,,0,0,0,0,0,,,,,,
311367,191476300,52096940,21593847,44,0,1,1,2,1,0,啥也不是服务贼差上菜特别慢五星点评绝对是拖绝对是拖绝对是拖重要的事说三遍,0,0,亲非常抱歉给你带来不愉快的用餐因为周末高峰期的时候部分菜品是现做会比较费时间所以耽误了一点时间也很感谢您能够提出这么好的意见我们会更努力的做好也期待您的再次光临,88,,,,,1,1,0,1,1,,,,,,
705202,193245914,11583799,3899110,26,0,0,0,1,1,1,菜品有退步服务越来越差大悦明显比民族的低一个水平,0,0,您好我是大悦城唐宫店长非常感谢您的光顾通过一段时间的努力和调整我们的出品和服务都有很大的提升希望您能再次光临谢谢,63,,,,,0,1,1,0,0,0,,,,,
